200 1 6

0.0 0.0 0.0 -0.8563217455341268 -0.8567932062939613 -0.8569328410057329 

0.0 0.0 0.0 -0.8892906760706074 -0.8897804744768089 -0.8899258205364214 

0.0 0.0 0.0 -0.9245902630415386 -0.9250996469152488 -0.9252511326452292 

0.0 0.0 0.0 -0.9624779405909831 -0.963008281941164 -0.963166385259243 

0.0 0.0 0.0 -1.003251410662058 -1.0038042215698788 -1.0039694779954453 

0.0 0.0 0.0 -1.0472570264612964 -1.0478339772013352 -1.0480069895556885 

0.0 0.0 0.0 -1.094900407359908 -1.0955033469620619 -1.0956847972141779 

0.0 0.0 0.0 -1.1466600243625924 -1.1472910037128226 -1.1474816675706818 

0.0 0.0 0.0 -1.2031047943603126 -1.203766091697772 -1.2039668567522666 

0.0 0.0 0.0 -1.2649171664558858 -1.2656113146247892 -1.2658232031473058 

0.0 0.0 0.0 -1.3329238599386704 -1.3336536737557456 -1.3338778716753994 

0.0 0.0 0.0 -1.4081374654497099 -1.4089060655790717 -1.4091439597920228 

0.0 0.0 0.0 -1.491813801082072 -1.4926246269068 -1.4928778540151906 

0.0 0.0 0.0 -1.5855326810722192 -1.5863894771932636 -1.586659988234728 

0.0 0.0 0.0 -1.691314469431146 -1.6922212141814257 -1.6925113622478793 

0.0 0.0 0.0 -1.8117931618659076 -1.812753871419343 -1.8130665329383169 

0.0 0.0 0.0 -1.9504823399792686 -1.951500603450569 -1.9518393506243186 

0.0 0.0 0.0 -2.112201170327262 -2.1132790848725054 -2.113648439129727 

0.0 0.0 0.0 -2.303793096890971 -2.304928793297843 -2.305334614142152 

0.0 0.0 0.0 -2.535421891832612 -2.5366034988573403 -2.5370536162810504 

0.0 0.0 0.0 -2.823118872137886 -2.8243087019340094 -2.8248140284393295 

0.0 0.0 0.0 -3.194054131895988 -3.195150755099856 -3.195726969191426 

0.0 0.0 0.0 -3.7238867894921404 -3.7240505436472504 -3.7247685033100395 

0.0 0.0 0.0 -4.619729879298226 -4.615170209581083 -4.615808231962726 

0.0 0.0 0.0 -5.637505943389926 -5.647475324184426 -5.648626758857858 

0.0 0.0 0.0 -6.6396074414388275 -6.662233989865879 -6.6636442105464395 

0.0 0.0 0.0 -8.041370184904286 -8.041958314530618 -8.044097460825094 

0.0 0.0 0.0 -7.861560372856879 -7.898402470619206 -7.898415470110472 

0.0 0.0 0.0 -5.158226654922689 -5.1360437127277185 -5.136303057912459 

